StoreKey,ProductKey,PromotionKey,CurrencyKey,CustomerKey,OrderDateKey,Order Date,Delivery Date,Order Number,Order Line Number,Quantity,Unit Price,Unit Discount,Unit Cost,Net Price
199,1670,1,1,6023,20080615,2008-06-15T00:00:00,2008-06-26T00:00:00,20080615717022,1,1,8.99,0,4.13,8.99
199,1670,1,1,6024,20080615,2008-06-15T00:00:00,2008-06-22T00:00:00,20080615717023,1,1,8.99,0,4.13,8.99
199,1670,1,1,6026,20080615,2008-06-15T00:00:00,2008-06-26T00:00:00,20080615717025,1,1,8.99,0,4.13,8.99
199,1670,1,1,6027,20080615,2008-06-15T00:00:00,2008-06-22T00:00:00,20080615717026,1,1,8.99,0,4.13,8.99
199,1670,1,1,6028,20080615,2008-06-15T00:00:00,2008-06-24T00:00:00,20080615717027,1,1,8.99,0,4.13,8.99
199,1670,1,1,6029,20080615,2008-06-15T00:00:00,2008-06-26T00:00:00,20080615717028,1,1,8.99,0,4.13,8.99
199,1670,1,1,6031,20080615,2008-06-15T00:00:00,2008-06-24T00:00:00,20080615717030,1,1,8.99,0,4.13,8.99
199,1670,1,1,18074,20070424,2007-04-24T00:00:00,2007-05-01T00:00:00,20070424729073,1,1,8.99,0,4.13,8.99
199,1670,1,1,18075,20070424,2007-04-24T00:00:00,2007-05-03T00:00:00,20070424729074,1,1,8.99,0,4.13,8.99
199,1670,1,1,18076,20070424,2007-04-24T00:00:00,2007-05-05T00:00:00,20070424729075,1,1,8.99,0,4.13,8.99
199,1670,1,1,18078,20070424,2007-04-24T00:00:00,2007-05-02T00:00:00,20070424729077,1,1,8.99,0,4.13,8.99
199,1670,1,1,18079,20070424,2007-04-24T00:00:00,2007-05-04T00:00:00,20070424729078,1,1,8.99,0,4.13,8.99
199,1670,1,1,18080,20070424,2007-04-24T00:00:00,2007-05-06T00:00:00,20070424729079,1,1,8.99,0,4.13,8.99
199,1670,1,1,18090,20070424,2007-04-24T00:00:00,2007-05-03T00:00:00,20070424729089,1,1,8.99,0,4.13,8.99
199,1670,1,1,18105,20070424,2007-04-24T00:00:00,2007-05-05T00:00:00,20070424729104,1,1,8.99,0,4.13,8.99
199,1670,1,1,18107,20070424,2007-04-24T00:00:00,2007-05-02T00:00:00,20070424729106,1,1,8.99,0,4.13,8.99
199,1670,1,1,18108,20070424,2007-04-24T00:00:00,2007-05-04T00:00:00,20070424729107,1,1,8.99,0,4.13,8.99
199,1670,1,1,18109,20070424,2007-04-24T00:00:00,2007-05-06T00:00:00,20070424729108,1,1,8.99,0,4.13,8.99
199,1670,1,1,18110,20070424,2007-04-24T00:00:00,2007-05-01T00:00:00,20070424729109,1,1,8.99,0,4.13,8.99
199,1670,1,1,18112,20070424,2007-04-24T00:00:00,2007-05-05T00:00:00,20070424729111,1,1,8.99,0,4.13,8.99
199,1670,1,1,18113,20070424,2007-04-24T00:00:00,2007-04-30T00:00:00,20070424729112,1,1,8.99,0,4.13,8.99
199,1670,1,1,18125,20070424,2007-04-24T00:00:00,2007-05-06T00:00:00,20070424729124,1,1,8.99,0,4.13,8.99
199,1670,1,1,18126,20070424,2007-04-24T00:00:00,2007-05-01T00:00:00,20070424729125,1,1,8.99,0,4.13,8.99
199,1670,1,1,18127,20070424,2007-04-24T00:00:00,2007-05-03T00:00:00,20070424729126,1,1,8.99,0,4.13,8.99
199,1670,1,1,18131,20070424,2007-04-24T00:00:00,2007-05-01T00:00:00,20070424729130,1,1,8.99,0,4.13,8.99
199,1670,1,1,18132,20070424,2007-04-24T00:00:00,2007-05-03T00:00:00,20070424729131,1,1,8.99,0,4.13,8.99
199,1670,1,1,18134,20070424,2007-04-24T00:00:00,2007-04-30T00:00:00,20070424729133,1,1,8.99,0,4.13,8.99
199,1670,1,1,18135,20070424,2007-04-24T00:00:00,2007-05-02T00:00:00,20070424729134,1,1,8.99,0,4.13,8.99
199,1670,1,1,18136,20070424,2007-04-24T00:00:00,2007-05-04T00:00:00,20070424729135,1,1,8.99,0,4.13,8.99
199,1670,1,1,18137,20070424,2007-04-24T00:00:00,2007-05-06T00:00:00,20070424729136,1,1,8.99,0,4.13,8.99
199,1670,1,1,18139,20070424,2007-04-24T00:00:00,2007-05-03T00:00:00,20070424729138,1,1,8.99,0,4.13,8.99
199,1670,1,1,18140,20070424,2007-04-24T00:00:00,2007-05-05T00:00:00,20070424729139,1,1,8.99,0,4.13,8.99
199,1670,1,1,18141,20070424,2007-04-24T00:00:00,2007-04-30T00:00:00,20070424729140,1,1,8.99,0,4.13,8.99
199,1670,1,1,18142,20070424,2007-04-24T00:00:00,2007-05-02T00:00:00,20070424729141,1,1,8.99,0,4.13,8.99
199,1670,1,1,18144,20070424,2007-04-24T00:00:00,2007-05-06T00:00:00,20070424729143,1,1,8.99,0,4.13,8.99
199,1670,1,1,18145,20070424,2007-04-24T00:00:00,2007-05-01T00:00:00,20070424729144,1,1,8.99,0,4.13,8.99
199,1670,1,1,18146,20070424,2007-04-24T00:00:00,2007-05-03T00:00:00,20070424729145,1,1,8.99,0,4.13,8.99
199,1670,1,1,18147,20070424,2007-04-24T00:00:00,2007-05-05T00:00:00,20070424729146,1,1,8.99,0,4.13,8.99
199,1670,1,1,18149,20070424,2007-04-24T00:00:00,2007-05-02T00:00:00,20070424729148,1,1,8.99,0,4.13,8.99
199,1670,1,1,18150,20070424,2007-04-24T00:00:00,2007-05-04T00:00:00,20070424729149,1,1,8.99,0,4.13,8.99
199,1670,1,1,18151,20070424,2007-04-24T00:00:00,2007-05-06T00:00:00,20070424729150,1,1,8.99,0,4.13,8.99
199,1670,1,1,18152,20070424,2007-04-24T00:00:00,2007-05-01T00:00:00,20070424729151,1,1,8.99,0,4.13,8.99
199,1670,1,1,18154,20070424,2007-04-24T00:00:00,2007-05-05T00:00:00,20070424729153,1,1,8.99,0,4.13,8.99
199,1670,1,1,18155,20070424,2007-04-24T00:00:00,2007-04-30T00:00:00,20070424729154,1,1,8.99,0,4.13,8.99
199,1670,1,1,18156,20070424,2007-04-24T00:00:00,2007-05-02T00:00:00,20070424729155,1,1,8.99,0,4.13,8.99
199,1670,1,1,18157,20070424,2007-04-24T00:00:00,2007-05-04T00:00:00,20070424729156,1,1,8.99,0,4.13,8.99
199,1670,1,1,18159,20070424,2007-04-24T00:00:00,2007-05-01T00:00:00,20070424729158,1,1,8.99,0,4.13,8.99
199,1670,1,1,18160,20070424,2007-04-24T00:00:00,2007-05-03T00:00:00,20070424729159,1,1,8.99,0,4.13,8.99
199,1664,1,1,1957,20070512,2007-05-12T00:00:00,2007-05-23T00:00:00,20070512712956,1,1,8.99,0,4.13,8.99
199,1664,1,1,2357,20091028,2009-10-28T00:00:00,2009-11-04T00:00:00,20091028713356,1,1,8.99,0,4.13,8.99
199,1664,1,1,2358,20091028,2009-10-28T00:00:00,2009-11-06T00:00:00,20091028713357,1,1,8.99,0,4.13,8.99
199,1664,1,1,2359,20091028,2009-10-28T00:00:00,2009-11-03T00:00:00,20091028713358,1,1,8.99,0,4.13,8.99
199,1664,1,1,2360,20091028,2009-10-28T00:00:00,2009-11-05T00:00:00,20091028713359,1,1,8.99,0,4.13,8.99
199,1664,1,1,2362,20091028,2009-10-28T00:00:00,2009-11-04T00:00:00,20091028713361,1,1,8.99,0,4.13,8.99
199,1664,1,1,2363,20091028,2009-10-28T00:00:00,2009-11-06T00:00:00,20091028713362,1,1,8.99,0,4.13,8.99
199,1664,1,1,2364,20091028,2009-10-28T00:00:00,2009-11-03T00:00:00,20091028713363,1,1,8.99,0,4.13,8.99
199,1664,1,1,2365,20091028,2009-10-28T00:00:00,2009-11-05T00:00:00,20091028713364,1,1,8.99,0,4.13,8.99
199,1664,1,1,2367,20091028,2009-10-28T00:00:00,2009-11-04T00:00:00,20091028713366,1,1,8.99,0,4.13,8.99
199,1664,1,1,2368,20091028,2009-10-28T00:00:00,2009-11-06T00:00:00,20091028713367,1,1,8.99,0,4.13,8.99
199,1664,1,1,2369,20091028,2009-10-28T00:00:00,2009-11-03T00:00:00,20091028713368,1,1,8.99,0,4.13,8.99
199,1664,1,1,2370,20091028,2009-10-28T00:00:00,2009-11-05T00:00:00,20091028713369,1,1,8.99,0,4.13,8.99
199,1664,1,1,2372,20091028,2009-10-28T00:00:00,2009-11-04T00:00:00,20091028713371,1,1,8.99,0,4.13,8.99
199,1664,1,1,2373,20091028,2009-10-28T00:00:00,2009-11-06T00:00:00,20091028713372,1,1,8.99,0,4.13,8.99
199,1664,1,1,2374,20091028,2009-10-28T00:00:00,2009-11-03T00:00:00,20091028713373,1,1,8.99,0,4.13,8.99
199,1664,1,1,2375,20091028,2009-10-28T00:00:00,2009-11-05T00:00:00,20091028713374,1,1,8.99,0,4.13,8.99
199,1664,1,1,2377,20091028,2009-10-28T00:00:00,2009-11-04T00:00:00,20091028713376,1,1,8.99,0,4.13,8.99
199,1664,1,1,2378,20091028,2009-10-28T00:00:00,2009-11-06T00:00:00,20091028713377,1,1,8.99,0,4.13,8.99
199,1664,1,1,2379,20091028,2009-10-28T00:00:00,2009-11-03T00:00:00,20091028713378,1,1,8.99,0,4.13,8.99
199,1664,1,1,2380,20091028,2009-10-28T00:00:00,2009-11-05T00:00:00,20091028713379,1,1,8.99,0,4.13,8.99
199,1664,1,1,2382,20091028,2009-10-28T00:00:00,2009-11-04T00:00:00,20091028713381,1,1,8.99,0,4.13,8.99
199,1664,1,1,2383,20091028,2009-10-28T00:00:00,2009-11-06T00:00:00,20091028713382,1,1,8.99,0,4.13,8.99
199,1664,1,1,2384,20091028,2009-10-28T00:00:00,2009-11-03T00:00:00,20091028713383,1,1,8.99,0,4.13,8.99
199,1664,1,1,2385,20091028,2009-10-28T00:00:00,2009-11-05T00:00:00,20091028713384,1,1,8.99,0,4.13,8.99
199,1664,1,1,2387,20091028,2009-10-28T00:00:00,2009-11-04T00:00:00,20091028713386,1,1,8.99,0,4.13,8.99
199,1664,1,1,2388,20091028,2009-10-28T00:00:00,2009-11-06T00:00:00,20091028713387,1,1,8.99,0,4.13,8.99
199,1664,1,1,2389,20091028,2009-10-28T00:00:00,2009-11-03T00:00:00,20091028713388,1,1,8.99,0,4.13,8.99
199,1664,1,1,2390,20091028,2009-10-28T00:00:00,2009-11-05T00:00:00,20091028713389,1,1,8.99,0,4.13,8.99
199,1664,1,1,2392,20091028,2009-10-28T00:00:00,2009-11-04T00:00:00,20091028713391,1,1,8.99,0,4.13,8.99
199,1664,1,1,2393,20091028,2009-10-28T00:00:00,2009-11-06T00:00:00,20091028713392,1,1,8.99,0,4.13,8.99
199,1664,1,1,2394,20091028,2009-10-28T00:00:00,2009-11-03T00:00:00,20091028713393,1,1,8.99,0,4.13,8.99
199,1664,1,1,2395,20091028,2009-10-28T00:00:00,2009-11-05T00:00:00,20091028713394,1,1,8.99,0,4.13,8.99
199,1664,1,1,2397,20091028,2009-10-28T00:00:00,2009-11-04T00:00:00,20091028713396,1,1,8.99,0,4.13,8.99
199,1664,1,1,2398,20091028,2009-10-28T00:00:00,2009-11-06T00:00:00,20091028713397,1,1,8.99,0,4.13,8.99
199,1664,1,1,2399,20091028,2009-10-28T00:00:00,2009-11-03T00:00:00,20091028713398,1,1,8.99,0,4.13,8.99
199,1664,1,1,2400,20091028,2009-10-28T00:00:00,2009-11-05T00:00:00,20091028713399,1,1,8.99,0,4.13,8.99
199,1664,1,1,2402,20091028,2009-10-28T00:00:00,2009-11-04T00:00:00,20091028713401,1,1,8.99,0,4.13,8.99
199,1664,1,1,2403,20091028,2009-10-28T00:00:00,2009-11-06T00:00:00,20091028713402,1,1,8.99,0,4.13,8.99
199,1664,1,1,2404,20091028,2009-10-28T00:00:00,2009-11-03T00:00:00,20091028713403,1,1,8.99,0,4.13,8.99
199,1664,1,1,2414,20091028,2009-10-28T00:00:00,2009-11-04T00:00:00,20091028713413,1,1,8.99,0,4.13,8.99
199,1786,1,1,16046,20070428,2007-04-28T00:00:00,2007-05-10T00:00:00,20070428727045,1,1,43,0,21.92,43
199,1786,1,1,16205,20070428,2007-04-28T00:00:00,2007-05-10T00:00:00,20070428727204,1,1,43,0,21.92,43
199,1786,1,1,16206,20070428,2007-04-28T00:00:00,2007-05-05T00:00:00,20070428727205,1,1,43,0,21.92,43
199,1786,1,1,16208,20070428,2007-04-28T00:00:00,2007-05-08T00:00:00,20070428727207,1,1,43,0,21.92,43
199,1782,1,1,13237,20070613,2007-06-13T00:00:00,2007-06-19T00:00:00,20070613724236,1,1,43,0,21.92,43
199,1782,1,1,13238,20070613,2007-06-13T00:00:00,2007-06-21T00:00:00,20070613724237,1,1,43,0,21.92,43
199,1782,1,1,13276,20070613,2007-06-13T00:00:00,2007-06-25T00:00:00,20070613724275,1,1,43,0,21.92,43
199,1782,1,1,13449,20070613,2007-06-13T00:00:00,2007-06-25T00:00:00,20070613724448,1,1,43,0,21.92,43
199,1784,1,1,9075,20071028,2007-10-28T00:00:00,2007-11-04T00:00:00,20071028720074,1,1,43,0,21.92,43
199,1784,1,1,9076,20071028,2007-10-28T00:00:00,2007-11-06T00:00:00,20071028720075,1,1,43,0,21.92,43
199,1784,1,1,9077,20071028,2007-10-28T00:00:00,2007-11-08T00:00:00,20071028720076,1,1,43,0,21.92,43
199,1784,1,1,9079,20071028,2007-10-28T00:00:00,2007-11-05T00:00:00,20071028720078,1,1,43,0,21.92,43
199,1776,1,1,17335,20080408,2008-04-08T00:00:00,2008-04-14T00:00:00,20080408728334,1,1,43,0,21.92,43
199,1776,1,1,17336,20080408,2008-04-08T00:00:00,2008-04-16T00:00:00,20080408728335,1,1,43,0,21.92,43
199,1776,1,1,17344,20080408,2008-04-08T00:00:00,2008-04-19T00:00:00,20080408728343,1,1,43,0,21.92,43
199,1776,1,1,17345,20080408,2008-04-08T00:00:00,2008-04-15T00:00:00,20080408728344,1,1,43,0,21.92,43
199,1776,1,1,17347,20080408,2008-04-08T00:00:00,2008-04-18T00:00:00,20080408728346,1,1,43,0,21.92,43
199,1776,1,1,17582,20080408,2008-04-08T00:00:00,2008-04-14T00:00:00,20080408728581,1,1,43,0,21.92,43
199,1776,1,1,17584,20080408,2008-04-08T00:00:00,2008-04-18T00:00:00,20080408728583,1,1,43,0,21.92,43
199,1776,1,1,17585,20080408,2008-04-08T00:00:00,2008-04-14T00:00:00,20080408728584,1,1,43,0,21.92,43
199,1776,1,1,17586,20080408,2008-04-08T00:00:00,2008-04-16T00:00:00,20080408728585,1,1,43,0,21.92,43
199,1787,1,1,9746,20080422,2008-04-22T00:00:00,2008-05-02T00:00:00,20080422720745,1,1,43,0,21.92,43
199,1787,1,1,9747,20080422,2008-04-22T00:00:00,2008-04-28T00:00:00,20080422720746,1,1,43,0,21.92,43
199,1787,1,1,9749,20080422,2008-04-22T00:00:00,2008-05-02T00:00:00,20080422720748,1,1,43,0,21.92,43
199,1787,1,1,9750,20080422,2008-04-22T00:00:00,2008-04-28T00:00:00,20080422720749,1,1,43,0,21.92,43
199,1787,1,1,9752,20080422,2008-04-22T00:00:00,2008-05-01T00:00:00,20080422720751,1,1,43,0,21.92,43
199,1787,1,1,9753,20080422,2008-04-22T00:00:00,2008-05-03T00:00:00,20080422720752,1,1,43,0,21.92,43
199,1787,1,1,9754,20080422,2008-04-22T00:00:00,2008-04-29T00:00:00,20080422720753,1,1,43,0,21.92,43
199,1787,1,1,9755,20080422,2008-04-22T00:00:00,2008-05-01T00:00:00,20080422720754,1,1,43,0,21.92,43
199,1787,1,1,9757,20080422,2008-04-22T00:00:00,2008-04-28T00:00:00,20080422720756,1,1,43,0,21.92,43
199,1796,1,1,13738,20080515,2008-05-15T00:00:00,2008-05-26T00:00:00,20080515724737,1,1,43,0,21.92,43
199,1796,1,1,13741,20080515,2008-05-15T00:00:00,2008-05-24T00:00:00,20080515724740,1,1,43,0,21.92,43
199,1796,1,1,13742,20080515,2008-05-15T00:00:00,2008-05-26T00:00:00,20080515724741,1,1,43,0,21.92,43
199,1796,1,1,13743,20080515,2008-05-15T00:00:00,2008-05-22T00:00:00,20080515724742,1,1,43,0,21.92,43
199,1796,1,1,13744,20080515,2008-05-15T00:00:00,2008-05-24T00:00:00,20080515724743,1,1,43,0,21.92,43
199,1796,1,1,13746,20080515,2008-05-15T00:00:00,2008-05-22T00:00:00,20080515724745,1,1,43,0,21.92,43
199,1796,1,1,13747,20080515,2008-05-15T00:00:00,2008-05-24T00:00:00,20080515724746,1,1,43,0,21.92,43
199,1796,1,1,13748,20080515,2008-05-15T00:00:00,2008-05-26T00:00:00,20080515724747,1,1,43,0,21.92,43
199,1796,1,1,13749,20080515,2008-05-15T00:00:00,2008-05-22T00:00:00,20080515724748,1,1,43,0,21.92,43
199,1787,1,1,2706,20080628,2008-06-28T00:00:00,2008-07-04T00:00:00,20080628713705,1,1,43,0,21.92,43
199,1787,1,1,2715,20080628,2008-06-28T00:00:00,2008-07-08T00:00:00,20080628713714,1,1,43,0,21.92,43
199,1787,1,1,2716,20080628,2008-06-28T00:00:00,2008-07-04T00:00:00,20080628713715,1,1,43,0,21.92,43
199,1787,1,1,2717,20080628,2008-06-28T00:00:00,2008-07-06T00:00:00,20080628713716,1,1,43,0,21.92,43
199,1787,1,1,2718,20080628,2008-06-28T00:00:00,2008-07-08T00:00:00,20080628713717,1,1,43,0,21.92,43
199,1787,1,1,2720,20080628,2008-06-28T00:00:00,2008-07-06T00:00:00,20080628713719,1,1,43,0,21.92,43
199,1787,1,1,2721,20080628,2008-06-28T00:00:00,2008-07-08T00:00:00,20080628713720,1,1,43,0,21.92,43
199,1787,1,1,2722,20080628,2008-06-28T00:00:00,2008-07-04T00:00:00,20080628713721,1,1,43,0,21.92,43
199,1787,1,1,2723,20080628,2008-06-28T00:00:00,2008-07-06T00:00:00,20080628713722,1,1,43,0,21.92,43
199,1783,1,1,2724,20080628,2008-06-28T00:00:00,2008-07-04T00:00:00,20080628713723,1,1,43,0,21.92,43
199,1783,1,1,2981,20080628,2008-06-28T00:00:00,2008-07-04T00:00:00,20080628713980,1,1,43,0,21.92,43
199,1783,1,1,3003,20080628,2008-06-28T00:00:00,2008-07-09T00:00:00,20080628714002,1,1,43,0,21.92,43
199,1783,1,1,3004,20080628,2008-06-28T00:00:00,2008-07-05T00:00:00,20080628714003,1,1,43,0,21.92,43
199,1783,1,1,3022,20080628,2008-06-28T00:00:00,2008-07-06T00:00:00,20080628714021,1,1,43,0,21.92,43
199,1783,1,1,3024,20080628,2008-06-28T00:00:00,2008-07-04T00:00:00,20080628714023,1,1,43,0,21.92,43
199,1783,1,1,3027,20080628,2008-06-28T00:00:00,2008-07-09T00:00:00,20080628714026,1,1,43,0,21.92,43
199,1783,1,1,3076,20080628,2008-06-28T00:00:00,2008-07-05T00:00:00,20080628714075,1,1,43,0,21.92,43
199,1786,1,1,1979,20080619,2008-06-19T00:00:00,2008-06-28T00:00:00,20080619712978,1,1,43,0,21.92,43
199,1786,1,1,2018,20080619,2008-06-19T00:00:00,2008-06-26T00:00:00,20080619713017,1,1,43,0,21.92,43
199,1786,1,1,2029,20080619,2008-06-19T00:00:00,2008-06-26T00:00:00,20080619713028,1,1,43,0,21.92,43
199,1786,1,1,2030,20080619,2008-06-19T00:00:00,2008-06-28T00:00:00,20080619713029,1,1,43,0,21.92,43
199,1786,1,1,2040,20080619,2008-06-19T00:00:00,2008-06-27T00:00:00,20080619713039,1,1,43,0,21.92,43
199,1786,1,1,2056,20080619,2008-06-19T00:00:00,2008-06-26T00:00:00,20080619713055,1,1,43,0,21.92,43
199,1786,1,1,2057,20080619,2008-06-19T00:00:00,2008-06-28T00:00:00,20080619713056,1,1,43,0,21.92,43
199,1786,1,1,2058,20080619,2008-06-19T00:00:00,2008-06-30T00:00:00,20080619713057,1,1,43,0,21.92,43
199,1786,1,1,2060,20080619,2008-06-19T00:00:00,2008-06-28T00:00:00,20080619713059,1,1,43,0,21.92,43
199,1628,1,1,15520,20070505,2007-05-05T00:00:00,2007-05-15T00:00:00,20070505626519,1,1,13.89,0,6.39,13.89
199,1628,1,1,15522,20070505,2007-05-05T00:00:00,2007-05-12T00:00:00,20070505626521,1,1,13.89,0,6.39,13.89
199,1628,1,1,15523,20070505,2007-05-05T00:00:00,2007-05-14T00:00:00,20070505626522,1,1,13.89,0,6.39,13.89
199,1628,1,1,15524,20070505,2007-05-05T00:00:00,2007-05-16T00:00:00,20070505626523,1,1,13.89,0,6.39,13.89
199,811,1,1,10941,20070505,2007-05-05T00:00:00,2007-05-14T00:00:00,20070505321940,1,1,16.5,0,7.59,16.5
199,811,1,1,10942,20070505,2007-05-05T00:00:00,2007-05-16T00:00:00,20070505321941,1,1,16.5,0,7.59,16.5
199,811,1,1,10943,20070505,2007-05-05T00:00:00,2007-05-11T00:00:00,20070505321942,1,1,16.5,0,7.59,16.5
199,811,1,1,11009,20070505,2007-05-05T00:00:00,2007-05-15T00:00:00,20070505322008,1,1,16.5,0,7.59,16.5
199,811,1,1,11011,20070505,2007-05-05T00:00:00,2007-05-12T00:00:00,20070505322010,1,1,16.5,0,7.59,16.5
199,811,1,1,11020,20070505,2007-05-05T00:00:00,2007-05-15T00:00:00,20070505322019,1,1,16.5,0,7.59,16.5
199,811,1,1,11025,20070505,2007-05-05T00:00:00,2007-05-14T00:00:00,20070505322024,1,1,16.5,0,7.59,16.5
199,425,1,1,18204,20070505,2007-05-05T00:00:00,2007-05-14T00:00:00,20070505329203,1,1,369,0,188.13,369
199,425,1,1,18205,20070505,2007-05-05T00:00:00,2007-05-16T00:00:00,20070505329204,1,1,369,0,188.13,369
199,425,1,1,18206,20070505,2007-05-05T00:00:00,2007-05-11T00:00:00,20070505329205,1,1,369,0,188.13,369
199,425,1,1,18208,20070505,2007-05-05T00:00:00,2007-05-15T00:00:00,20070505329207,1,1,369,0,188.13,369
199,425,1,1,18209,20070505,2007-05-05T00:00:00,2007-05-17T00:00:00,20070505329208,1,1,369,0,188.13,369
199,425,1,1,18210,20070505,2007-05-05T00:00:00,2007-05-12T00:00:00,20070505329209,1,1,369,0,188.13,369
199,425,1,1,18211,20070505,2007-05-05T00:00:00,2007-05-14T00:00:00,20070505329210,1,1,369,0,188.13,369
199,425,1,1,18213,20070505,2007-05-05T00:00:00,2007-05-11T00:00:00,20070505329212,1,1,369,0,188.13,369
199,425,1,1,18214,20070505,2007-05-05T00:00:00,2007-05-13T00:00:00,20070505329213,1,1,369,0,188.13,369
199,425,1,1,18215,20070505,2007-05-05T00:00:00,2007-05-15T00:00:00,20070505329214,1,1,369,0,188.13,369
199,425,1,1,18216,20070505,2007-05-05T00:00:00,2007-05-17T00:00:00,20070505329215,1,1,369,0,188.13,369
199,425,1,1,18218,20070505,2007-05-05T00:00:00,2007-05-14T00:00:00,20070505329217,1,1,369,0,188.13,369
199,425,1,1,18219,20070505,2007-05-05T00:00:00,2007-05-16T00:00:00,20070505329218,1,1,369,0,188.13,369
199,425,1,1,18225,20070505,2007-05-05T00:00:00,2007-05-17T00:00:00,20070505329224,1,1,369,0,188.13,369
199,425,1,1,18226,20070505,2007-05-05T00:00:00,2007-05-12T00:00:00,20070505329225,1,1,369,0,188.13,369
199,425,1,1,18227,20070505,2007-05-05T00:00:00,2007-05-14T00:00:00,20070505329226,1,1,369,0,188.13,369
199,425,1,1,18228,20070505,2007-05-05T00:00:00,2007-05-16T00:00:00,20070505329227,1,1,369,0,188.13,369
199,425,1,1,18230,20070505,2007-05-05T00:00:00,2007-05-12T00:00:00,20070505329229,1,1,369,0,188.13,369
199,425,1,1,18231,20070505,2007-05-05T00:00:00,2007-05-14T00:00:00,20070505329230,1,1,369,0,188.13,369
199,425,1,1,18233,20070505,2007-05-05T00:00:00,2007-05-11T00:00:00,20070505329232,1,1,369,0,188.13,369
199,425,1,1,18234,20070505,2007-05-05T00:00:00,2007-05-13T00:00:00,20070505329233,1,1,369,0,188.13,369
199,425,1,1,18241,20070505,2007-05-05T00:00:00,2007-05-14T00:00:00,20070505329240,1,1,369,0,188.13,369
199,425,1,1,18242,20070505,2007-05-05T00:00:00,2007-05-16T00:00:00,20070505329241,1,1,369,0,188.13,369
199,425,1,1,18243,20070505,2007-05-05T00:00:00,2007-05-11T00:00:00,20070505329242,1,1,369,0,188.13,369
199,425,1,1,18248,20070505,2007-05-05T00:00:00,2007-05-17T00:00:00,20070505329247,1,1,369,0,188.13,369
199,626,1,1,15728,20070512,2007-05-12T00:00:00,2007-05-24T00:00:00,20070512326727,1,1,229,0,116.75,229
199,626,1,1,15729,20070512,2007-05-12T00:00:00,2007-05-19T00:00:00,20070512326728,1,1,229,0,116.75,229
199,626,1,1,15731,20070512,2007-05-12T00:00:00,2007-05-23T00:00:00,20070512326730,1,1,229,0,116.75,229
199,626,1,1,15732,20070512,2007-05-12T00:00:00,2007-05-18T00:00:00,20070512326731,1,1,229,0,116.75,229
199,626,1,1,15733,20070512,2007-05-12T00:00:00,2007-05-20T00:00:00,20070512326732,1,1,229,0,116.75,229
199,626,1,1,15734,20070512,2007-05-12T00:00:00,2007-05-22T00:00:00,20070512326733,1,1,229,0,116.75,229
199,626,1,1,15736,20070512,2007-05-12T00:00:00,2007-05-19T00:00:00,20070512326735,1,1,229,0,116.75,229
