,visitors,sales,conversion,avg_order_value,income
2024-02-05,2039,41,0.0270278617060281,102.22982234295333,4191.422716061086
2024-02-06,2483,78,0.0320031248852311,103.60762452564283,8081.3947130001425
2024-02-07,1848,100,0.0350262184985909,115.9038041255981,11590.38041255981
2024-02-08,2053,59,0.0352349029688237,104.68630446787144,6176.491963604416
2024-02-09,2527,119,0.0327496726426037,98.09954681604408,11673.846071109245
2024-02-10,2206,76,0.0281142496617374,110.57790265617824,8403.920601869546
2024-02-11,2052,29,0.019661897853087,113.23330243602038,3283.765770644591
2024-02-12,2482,97,0.0342881025748935,89.46961574517628,8678.5527272821
2024-02-13,2443,106,0.0356014781585595,108.13220008967568,11462.013209505623
2024-02-14,2107,91,0.0375721941702937,109.58771921949496,9972.48244897404
2024-02-15,2352,59,0.0385580743904444,100.02331227766656,5901.375424382327
2024-02-16,2447,57,0.0293767895408106,117.1840087380876,6679.488498070993
2024-02-17,2420,36,0.0173294291463218,102.35928898352574,3684.934403406927
2024-02-18,2223,68,0.0313883841094925,105.55329631374892,7177.624149334926
2024-02-19,2109,89,0.0366615700598979,103.00915344159816,9167.814656302236
2024-02-20,2753,89,0.0312575673172172,105.34252397101535,9375.484633420368
2024-02-21,2558,82,0.0427557598776126,94.67523392757434,7763.369182061096
2024-02-22,2489,96,0.0355783731714643,91.69298304697152,8802.526372509266
2024-02-23,2894,130,0.0408964859203191,122.4981703800374,15924.762149404862
2024-02-24,2538,75,0.0253375924070505,98.5471187403038,7391.033905522784
2024-02-25,2527,110,0.0353037396244099,97.57026842706742,10732.729526977417
2024-02-26,2514,126,0.043776704212216,86.42145918778367,10889.103857660744
2024-02-27,2692,100,0.0337551792576046,102.04048033579676,10204.048033579676
2024-02-28,2903,114,0.0398578547547717,95.67736577920482,10907.219698829347
2024-02-29,3115,85,0.0382268797479257,125.80986793607256,10693.838774566168
2024-03-01,2698,121,0.0418431577876617,119.97248390560294,14516.670552577956
2024-03-02,2306,50,0.0201753826970994,103.48040669745184,5174.020334872592
2024-03-03,2049,63,0.0284302572999921,133.37672131375442,8402.733442766528
2024-03-04,2541,76,0.0402921224342479,121.16318188349769,9208.401823145825
2024-03-05,3163,61,0.0262063025678844,108.5929414388906,6624.169427772327
2024-03-06,3346,118,0.0290837074366711,87.34534399777866,10306.750591737882
2024-03-07,2937,72,0.0248038391111995,135.7492427457289,9773.94547769248
2024-03-08,3280,124,0.0336529658277772,99.44662994223908,12331.382112837644
2024-03-09,2607,75,0.0285877112789798,97.3928775343725,7304.465815077938
2024-03-10,2325,76,0.0325117852604801,124.57890302479908,9467.99662988473
2024-03-11,3147,130,0.0353704739020988,139.2587297379484,18103.63486593329
2024-03-12,3520,141,0.0431430777278564,129.21346356517674,18219.09836268992
2024-03-13,3067,88,0.0280994927089255,121.52072803712564,10693.824067267058
2024-03-14,3568,85,0.0264830878032242,122.34130206967228,10399.010675922143
2024-03-15,2332,72,0.0347222615055169,125.44110466438002,9031.75953583536
2024-03-16,2885,71,0.0269203272446965,125.01034193574426,8875.734277437843
2024-03-17,2685,71,0.0248365262595295,120.74784143562415,8573.096741929316
2024-03-18,3089,66,0.0246627894998006,119.49342102282114,7886.565787506195
2024-03-19,3227,136,0.034554399802436,118.3414203723224,16094.433170635846
2024-03-20,2623,56,0.0284776524974757,111.9439534266582,6268.861391892859
2024-03-21,3174,117,0.0383483627441502,117.19324923133226,13711.610160065877
2024-03-22,3367,115,0.0368329912304842,103.58683254272118,11912.485742412937
2024-03-23,3223,94,0.0203006010683632,120.04925208073487,11284.629695589078
2024-03-24,2645,63,0.0224306654133165,111.66267894518845,7034.748773546872
2024-03-25,3078,112,0.0297039323905552,111.02817963191188,12435.156118774132
2024-03-26,3190,80,0.0346866045136341,124.37788547365815,9950.230837892654
2024-03-27,3635,149,0.0397757116025061,137.01307378686903,20414.947994243485
2024-03-28,3479,122,0.0300713697683222,132.78940740700372,16200.307703654456
2024-03-29,3242,123,0.0375202325775892,108.41335712716618,13334.84292664144
2024-03-30,3075,90,0.0223487119081377,114.73298325422506,10325.968492880256
2024-03-31,2970,52,0.0210356358386882,134.5465062053265,6996.418322676977
2024-04-01,3751,157,0.0344648482002272,115.82192735991424,18184.042595506533
2024-04-02,3270,143,0.0298237883879031,123.90680349608834,17718.672899940633
2024-04-03,3402,102,0.032231753473264,132.1581663803705,13480.13297079779
2024-04-04,3403,89,0.0290106105370557,117.47673843154216,10455.429720407252
2024-04-05,3101,168,0.0448236256645819,128.7143539149452,21624.0114577108
2024-04-06,3148,110,0.0251763177598586,114.81848977684112,12630.033875452526
2024-04-07,3157,57,0.021501372460037,122.64079654690616,6990.52540317365
2024-04-08,3600,121,0.0360698995536711,132.34545608111404,16013.800185814798
2024-04-09,3547,116,0.0344383597515458,113.70815251545424,13190.145691792692
2024-04-10,3212,82,0.0338951520023338,134.5304343674274,11031.495618129047
2024-04-11,3530,116,0.0380708335002171,130.41390567602434,15128.013058418825
2024-04-12,3572,118,0.0387875385502365,136.61663583089168,16120.763028045218
2024-04-13,2953,50,0.0223474942619473,133.80904352795483,6690.452176397741
2024-04-14,3165,69,0.0221209087967766,145.68604397591764,10052.337034338318
2024-04-15,3853,134,0.0336247415142417,133.76805310484858,17924.91911604971
2024-04-16,4316,132,0.023490394176322,128.6892123652604,16986.976032214374
2024-04-17,3821,84,0.0274240446890072,134.66985528253514,11312.267843732952
2024-04-18,3864,181,0.0418343713372226,139.3394884174494,25220.44740355834
2024-04-19,3783,159,0.0432248385675064,134.8506159067307,21441.247929170186
2024-04-20,2748,64,0.0237548198022181,135.21918341683815,8654.027738677642
2024-04-21,3333,106,0.0278827848152788,128.24021143749556,13593.462412374529
2024-04-22,3877,119,0.0365562507727176,129.07345904545704,15359.741626409388
2024-04-23,4615,240,0.0503944040422761,122.11410242815208,29307.38458275649
2024-04-24,3836,159,0.0405978745571728,154.06882682689798,24496.94346547678
2024-04-25,4002,147,0.0343604120425961,124.56242033482069,18310.67578921864
2024-04-26,3918,124,0.0302222977969978,130.49495622565496,16181.374571981214
2024-04-27,3095,101,0.0169677683987121,130.65772795313092,13196.430523266225
2024-04-28,3805,86,0.0260173181793361,147.2035498728982,12659.505289069246
2024-04-29,4204,120,0.0312182462735784,135.71190567030575,16285.428680436691
2024-04-30,4232,105,0.0278887314520116,151.54038975344267,15911.74092411148
2024-05-01,3738,107,0.0317671355787873,132.72398058861074,14201.46592298135
2024-05-02,4448,118,0.029592259981928,142.63898016950637,16831.399660001753
2024-05-03,3622,181,0.0434357081753628,131.87983803239078,23870.25068386273
2024-05-04,3735,138,0.0294081987847472,162.06307429444388,22364.70425263325
2024-05-05,4231,94,0.0249601367934169,129.1077656212543,12136.129968397903
2024-05-06,3792,144,0.0423997206944501,144.4479057707235,20800.498430984186
2024-05-07,3934,148,0.035386841538238,148.04708995819834,21910.969313813355
2024-05-08,4149,116,0.0306935789933586,146.20050166343455,16959.25819295841
2024-05-09,3982,182,0.0426156203863482,140.55628604211955,25581.24405966576
2024-05-10,3683,142,0.0376945502184232,141.45096725702265,20086.03735049721
2024-05-11,3682,42,0.0198137692283677,143.52055952630923,6027.863500104988
2024-05-12,3357,111,0.0240483066095819,141.93885551583838,15755.21296225806
2024-05-13,4332,168,0.0306219087330762,153.3671608706524,25765.68302626961
2024-05-14,3927,98,0.0280860013451783,166.14606266115382,16282.314140793074
2024-05-15,4681,177,0.0396308877376582,138.7712539201425,24562.511943865225
2024-05-16,3994,183,0.0445470832023506,130.94626680328165,23963.166825000542
2024-05-17,4145,122,0.0280071621309042,144.05229830746168,17574.380393510324
2024-05-18,3998,124,0.0278148461834528,171.01564554557754,21205.940047651617
2024-05-19,3397,114,0.0217467871543908,137.45776706612853,15670.185445538653
2024-05-20,4347,138,0.0325643730811765,162.15408680271474,22377.263978774638
2024-05-21,4682,134,0.0320380303788056,162.80069878265232,21815.29363687541
2024-05-22,3819,89,0.0306800461516009,140.74086873724735,12525.937317615017
2024-05-23,4368,139,0.0352426081397241,152.21185609015367,21157.44799653136
2024-05-24,4401,135,0.0308452494179448,163.04340662507184,22010.8598943847
2024-05-25,4069,143,0.0263522841288991,143.1976486796924,20477.263761196013
2024-05-26,3473,75,0.0247488094527543,145.17461078305547,10888.09580872916
2024-05-27,3958,138,0.0338052597656679,141.60703050607356,19541.770209838152
2024-05-28,4521,137,0.030462181689792,137.48157132457038,18834.97527146614
2024-05-29,4463,167,0.0321161433471583,141.33347505671583,23602.690334471543
2024-05-30,4458,223,0.0387769561291287,135.77571419706518,30277.98426594553
2024-05-31,4496,158,0.0375045859381219,148.53651642084913,23468.76959449416
2024-06-01,3697,64,0.0201122237760072,140.66815931222786,9002.762195982583
2024-06-02,3979,122,0.0254966615271461,150.86955460676208,18406.08566202497
2024-06-03,4506,188,0.0387569356168589,133.1280883357209,25028.080607115528
2024-06-04,4211,149,0.0266529735943931,152.1426958383136,22669.261679908723
2024-06-05,4993,200,0.0377168009618996,157.3074877457349,31461.49754914698
2024-06-06,4583,138,0.0316868812052707,129.16456122983067,17824.709449716633
2024-06-07,4090,166,0.0378529933429658,152.96357935364836,25391.954172705628
2024-06-08,4151,110,0.0211837042172874,161.61214016990263,17777.33541868929
2024-06-09,3668,75,0.0159755894966774,137.34278392123622,10300.708794092716
2024-06-10,4703,136,0.0268622878105841,166.2599383709398,22611.35161844781
2024-06-11,4820,191,0.0352404247333069,153.81067336548003,29377.838612806685
2024-06-12,4232,177,0.0362986125086074,142.6478562950365,25248.67056422146
2024-06-13,4773,173,0.0304784168744779,149.20897550596092,25813.15276253124
2024-06-14,4613,189,0.0381929622938868,155.40980633203577,29372.45339675476
2024-06-15,4240,67,0.0166923996886552,150.6376237985395,10092.720794502146
2024-06-16,4567,115,0.0246696010067634,155.30730911770834,17860.34054853646
2024-06-17,4428,152,0.0289449190011877,140.74632670387328,21393.441658988737
2024-06-18,4280,119,0.0317408194609892,151.6711085775513,18048.861920728606
2024-06-19,4242,156,0.035236993356582,135.85591009034692,21193.52197409412
2024-06-20,4268,123,0.0306979331735802,148.8874615785987,18313.15777416764
2024-06-21,4492,149,0.0330772222788508,140.95842334499423,21002.80507840414
2024-06-22,4120,149,0.0300314640460722,142.63108899472306,21252.03226021373
2024-06-23,4103,94,0.0221155406523842,162.32732321965537,15258.768382647604
2024-06-24,4771,187,0.0391784605603257,160.85061603190445,30079.06519796613
2024-06-25,4528,105,0.0293514657267119,155.99114826169688,16379.070567478171
2024-06-26,4962,201,0.0376490208895764,138.93003168629514,27924.936368945324
2024-06-27,4447,200,0.0422078431032895,146.63362098107442,29326.724196214884
2024-06-28,5344,164,0.0226417774993635,161.8643989195955,26545.76142281366
2024-06-29,4216,82,0.0210155237226476,151.07749684336926,12388.35474115628
2024-06-30,3771,109,0.0278853606359027,172.77173989873185,18832.11964896177
2024-07-01,4207,147,0.033984773069785,153.42097495334318,22552.88331814145
2024-07-02,4673,203,0.0368557293668565,151.30890191426502,30715.7070885958
2024-07-03,4460,140,0.0319800740664209,146.18915187694606,20466.48126277245
2024-07-04,4741,173,0.0354329489373645,150.49895494669465,26036.31920577817
2024-07-05,4667,171,0.0342216138230396,147.51343512691648,25224.79740670272
2024-07-06,4002,127,0.030838910308299,155.98520322381037,19810.12080942392
2024-07-07,3768,90,0.026272104216506,158.32855767756473,14249.570190980829
2024-07-08,4066,153,0.036688013310376,140.75053529383388,21534.83189995658
2024-07-09,4384,165,0.0329406151693876,135.13851786478736,22297.855447689915
2024-07-10,4772,134,0.0325619688796375,129.92078057067965,17409.384596471074
2024-07-11,4577,152,0.0328372090609019,153.18635365798838,23284.325756014237
2024-07-12,4136,138,0.0369722607118914,136.88805186940064,18890.55115797729
2024-07-13,4058,116,0.0228950775958986,126.19981573626796,14639.178625407085
2024-07-14,4118,78,0.026448874284482,151.41329482709145,11810.236996513133
2024-07-15,4233,180,0.0453770039932271,172.2481340771544,31004.66413388779
2024-07-16,4540,186,0.0393556235171584,147.0399649543416,27349.433481507534
2024-07-17,4507,181,0.0333698823391608,155.2600864665637,28102.07565044803
2024-07-18,4142,168,0.0410060696108197,147.46001326436044,24773.282228412558
2024-07-19,4587,140,0.0329596231348922,145.41146958729465,20357.60574222125
2024-07-20,4142,98,0.0148093773241107,155.34195439115734,15223.51153033342
2024-07-21,4294,56,0.0199595684454129,142.99151839961084,8007.525030378207
2024-07-22,4779,78,0.0256460403948707,148.30358823321384,11567.67988219068
2024-07-23,4043,143,0.0332424325797934,148.57444978255202,21246.14631890494
2024-07-24,4169,136,0.0350920918959477,138.39685984612862,18821.972939073494
2024-07-25,4598,179,0.0433821865613764,154.71104945708254,27693.277852817773
2024-07-26,4591,182,0.0366346368688208,142.7465439764234,25979.871003709057
2024-07-27,4084,102,0.0239044973559556,136.6369467946999,13936.96857305939
2024-07-28,5079,136,0.0291470279059174,149.2505843491825,20298.07947148882
2024-07-29,4586,84,0.0239443234549605,134.58481583445106,11305.12453009389
2024-07-30,4748,189,0.0361780727905428,143.52833281470248,27126.854901978768
2024-07-31,4686,195,0.0388543259694348,142.82546841727424,27850.96634136848
2024-08-01,4587,124,0.0276070687711007,153.43896048427604,19026.431100050228
2024-08-02,4288,211,0.0407187702160346,146.9836426542574,31013.548600048314
2024-08-03,4102,88,0.026692482037472,141.6364570351432,12464.0082190926
2024-08-04,3633,52,0.0229235604304959,149.70797040228172,7784.814460918649
2024-08-05,4285,149,0.0381639093305314,155.06958379338846,23105.36798521488
2024-08-06,4201,193,0.0463534642890219,146.37653987012797,28250.672194934697
2024-08-07,4362,161,0.0359093312752924,140.5267284827443,22624.80328572183
2024-08-08,5022,177,0.0362411029315016,126.9235536029044,22465.46898771408
2024-08-09,3757,129,0.0327031955022987,129.00355408551883,16641.45847703193
2024-08-10,4013,58,0.020750778152676,136.20939435355024,7900.144872505914
2024-08-11,3313,125,0.0291516790827212,132.7677624162822,16595.970302035275
2024-08-12,4145,125,0.0307195808704556,136.58882496904536,17073.60312113067
2024-08-13,4603,185,0.0353578311860969,138.61522114571875,25643.81591195797
2024-08-14,4285,146,0.0326117127661744,142.9304851123415,20867.85082640186
2024-08-15,3931,156,0.0373948991287319,136.50818025653882,21295.27612002005
2024-08-16,4028,159,0.0366683105264347,141.6526943105673,22522.778395380203
2024-08-17,3936,127,0.0301876997212895,137.00195730432074,17399.248577648734
2024-08-18,3501,91,0.0224499180057262,116.16723578131928,10571.218456100056
2024-08-19,4273,170,0.0336506253235331,126.08851779228804,21435.048024688964
2024-08-20,4210,130,0.0301061814210884,133.59637884615714,17367.52925000043
2024-08-21,3989,144,0.0327785336996194,122.49123378484964,17638.737665018347
2024-08-22,4816,175,0.0368865024652242,140.13407253017797,24523.462692781144
2024-08-23,4351,197,0.0387849430832267,148.98470912869072,29349.987698352077
2024-08-24,3040,48,0.0203891733791118,145.40318204748803,6979.3527382794255
2024-08-25,3691,144,0.0293480296005283,130.61558148978455,18808.64373452897
2024-08-26,3924,163,0.0417781892940247,147.18794013296815,23991.634241673808
2024-08-27,4366,133,0.0370671745161185,133.29438287171513,17728.152921938112
2024-08-28,3859,173,0.0443839790627903,127.96037924493857,22137.14560937437
2024-08-29,4050,112,0.0311310540044821,124.71738528648363,13968.347152086168
2024-08-30,4223,138,0.0287767264834429,127.34367251524073,17573.42680710322
2024-08-31,3818,48,0.0161063987554786,126.00048628132362,6048.023341503534
2024-09-01,3185,94,0.0324802215574459,131.0973734518297,12323.153104471992
2024-09-02,3931,112,0.0382718282817702,130.50712438870335,14616.797931534778
2024-09-03,3875,125,0.0347220766454477,128.4373804575106,16054.672557188827
2024-09-04,3808,90,0.0363998431315991,132.2793464793037,11905.141183137332
2024-09-05,4520,101,0.0293725547635081,139.31712816229148,14071.02994439144
2024-09-06,4098,208,0.0472287598980841,136.4047114613316,28372.17998395697
2024-09-07,3085,94,0.0256461059098761,111.55664777869484,10486.324891197317
2024-09-08,3725,103,0.0255469739730244,100.36097534478776,10337.180460513138
2024-09-09,4572,157,0.0386288331194934,134.7361966841596,21153.582879413058
2024-09-10,4231,157,0.0374050461586835,111.2154234040013,17460.821474428205
2024-09-11,3451,124,0.0361194201213956,122.1263218886694,15143.663914195007
2024-09-12,3748,93,0.0310476277227734,112.16131506298385,10431.002300857495
2024-09-13,4259,189,0.0373573417856799,105.32996583785066,19907.36354335377
2024-09-14,3153,126,0.0344101224823751,128.25072977656384,16159.591951847044
2024-09-15,3484,106,0.0317271002307748,129.91314598003035,13770.793473883215
2024-09-16,4069,175,0.0429659331331969,116.0412943137066,20307.22650489865
2024-09-17,3544,119,0.032443921617844,95.38024406868682,11350.249044173732
2024-09-18,3790,73,0.0300519758987071,115.31210872428916,8417.78393687311
2024-09-19,2822,92,0.0343710653995017,124.17624996068614,11424.214996383123
2024-09-20,3473,108,0.0352786245614434,104.95267440559807,11334.888835804592
2024-09-21,3190,77,0.0304709575923547,121.05904599097758,9321.546541305272
2024-09-22,2877,41,0.0165376768514259,118.55623451813416,4860.8056152435
2024-09-23,4227,216,0.042647751597303,123.9865166750371,26781.087601808013
2024-09-24,3294,125,0.034209960507105,118.87420930713763,14859.276163392204
2024-09-25,3577,106,0.0328655946502629,107.43320809666848,11387.920058246857
2024-09-26,3734,123,0.0299394781236991,128.61594480299408,15819.761210768273
2024-09-27,4113,137,0.0267257166406711,114.55225894615288,15693.659475622944
2024-09-28,2736,98,0.0291158529198095,115.35297869730444,11304.591912335836
2024-09-29,3502,90,0.025366589835942,105.78311002111256,9520.47990190013
2024-09-30,3642,91,0.0285501955012947,110.17417991631802,10025.85037238494
2024-10-01,3330,108,0.0285246061396819,105.2517861659237,11367.19290591976
2024-10-02,3750,132,0.0333210765035493,111.86491193757188,14766.16837575949
2024-10-03,3657,176,0.0433451076264469,130.2079146945051,22916.592986232896
2024-10-04,3403,127,0.0337020432431819,98.87032315625838,12556.531040844817
2024-10-05,3091,75,0.0174842852344094,95.95442123939236,7196.581592954428
2024-10-06,2941,59,0.0237712846795702,126.3047830189596,7451.982198118616
2024-10-07,3577,146,0.0336363821512616,109.00537865027664,15914.78528294039
2024-10-08,3728,84,0.0215155667852921,103.91606138532605,8728.949156367387
2024-10-09,3992,180,0.0347285256674109,120.51679240722488,21693.02263330048
2024-10-10,3132,92,0.0338453273489566,103.57547522250935,9528.94372047086
2024-10-11,4130,193,0.0384810318240671,127.40868521357636,24589.87624622024
2024-10-12,2391,85,0.0342447804747267,115.44801975727376,9813.08167936827
2024-10-13,2918,76,0.0306328251477387,103.31317761884895,7851.801499032522
2024-10-14,3628,112,0.0336555565472258,129.2924033681864,14480.749177236878
2024-10-15,3523,97,0.0294673704562916,101.19284057088,9815.70553537536
2024-10-16,3239,163,0.0478667990162493,114.2053901895782,18615.47860090125
2024-10-17,3351,128,0.0352960921700724,109.31572499881116,13992.412799847829
2024-10-18,3253,102,0.0350696464595647,118.88262766377206,12126.02802170475
2024-10-19,2712,67,0.0248793745644499,121.02693075400782,8108.804360518524
2024-10-20,3132,124,0.0259904238038392,105.2827870872844,13055.065598823268
2024-10-21,3473,153,0.0342781979403802,96.9839495660626,14838.544283607576
2024-10-22,3146,109,0.0321316899655988,108.67781998453316,11845.882378314116
2024-10-23,3612,117,0.032265705293798,96.8656331462594,11333.279078112351
2024-10-24,3423,121,0.03483623364892,123.34619460296094,14924.889546958271
2024-10-25,3564,127,0.0322828761443311,104.15218527369764,13227.3275297596
2024-10-26,2998,43,0.0214357710866141,98.71322691810472,4244.668757478503
2024-10-27,2549,59,0.0255321511384594,103.7980811619014,6124.086788552183
2024-10-28,3119,71,0.0337251139128957,88.07019910580321,6252.984136512028
2024-10-29,3501,156,0.0425199649429134,91.42097517701843,14261.672127614878
2024-10-30,3450,87,0.0217451509580349,112.74249768234736,9808.59729836422
2024-10-31,3250,121,0.0404575342596123,93.77636649401347,11346.940345775633
2024-11-01,3282,166,0.0412304259624881,89.4889742467746,14855.169724964584
2024-11-02,3120,21,0.0146330488379592,104.94332524096238,2203.80983006021
2024-11-03,2550,30,0.0232865620295982,111.05860474002066,3331.75814220062
2024-11-04,3382,116,0.033142795670021,106.02202480343534,12298.5548771985
2024-11-05,3148,108,0.0279624415264109,108.4301694477793,11710.458300360166
2024-11-06,3135,131,0.0311109165620456,90.54532249171076,11861.437246414109
2024-11-07,3521,94,0.0294471207726708,83.54523300712368,7853.251902669626
2024-11-08,3430,171,0.0437613522171181,112.43333169359462,19226.09971960468
2024-11-09,2919,85,0.0296783919657373,93.85654322786236,7977.806174368301
2024-11-10,3058,92,0.0313577754749707,94.24514859443832,8670.553670688325
2024-11-11,3165,139,0.0386083603202161,109.71244576612914,15250.02996149195
2024-11-12,3356,111,0.0293547411439138,101.67681418052814,11286.126374038624
2024-11-13,3051,67,0.0323773986686011,100.36447933118774,6724.420115189579
2024-11-14,3234,150,0.0374468728061395,117.15388190563336,17573.082285845005
2024-11-15,3091,116,0.0288893609555402,88.77419173448129,10297.806241199827
2024-11-16,2653,63,0.0285649921508619,104.20063689825328,6564.640124589957
2024-11-17,2796,74,0.0237983730092093,95.21265952837894,7045.736805100041
2024-11-18,2866,104,0.033125895962252,97.05625769613776,10093.850800398328
2024-11-19,3733,149,0.0385547998410174,109.39042042262795,16299.172642971567
2024-11-20,2798,93,0.0372213165574302,98.9271680016166,9200.226624150344
2024-11-21,2730,77,0.0331951691709046,98.98259467129026,7621.65978968935
2024-11-22,3437,139,0.0407966490168212,104.08335369421324,14467.586163495642
2024-11-23,2822,78,0.0195946833620005,89.47529398252388,6979.072930636863
2024-11-24,2767,88,0.0280796780347213,84.50722925686941,7436.636174604508
2024-11-25,3264,116,0.0379655062898419,82.23376915696318,9539.11722220773
2024-11-26,3068,118,0.03345226780343,72.80892532445817,8591.453188286065
2024-11-27,2799,45,0.0366306651112105,112.83334963361042,5077.500733512469
2024-11-28,3088,111,0.0287444321180734,81.04619841164379,8996.12802369246
2024-11-29,2858,78,0.0396201350960345,89.68102337527932,6995.119823271787
2024-11-30,2851,61,0.024075489317785,88.94903269939817,5425.890994663288
2024-12-01,2512,33,0.0223863848974048,94.62321957772586,3122.566246064953
2024-12-02,2806,87,0.0402450461291844,99.5469422264796,8660.583973703726
2024-12-03,2955,116,0.0314782815472862,99.84320037397856,11581.811243381511
2024-12-04,3174,79,0.0279576935181822,85.26510915738616,6735.943623433507
2024-12-05,2879,85,0.0272168541323804,89.29064937141396,7589.705196570187
2024-12-06,2801,105,0.0380300497567282,93.66225360601116,9834.536628631173
2024-12-07,2620,58,0.0185978532375185,88.23277221919348,5117.5007887132215
2024-12-08,2619,90,0.0337739709099218,106.6850450108352,9601.654050975169
2024-12-09,2893,45,0.0245903529605813,95.42195295698303,4293.987883064237
2024-12-10,2904,146,0.0434822818414502,97.77033336158328,14274.468670791155
2024-12-11,3115,102,0.036055087336013,96.96848497970392,9890.7854679298
2024-12-12,2612,59,0.034516434440648,102.0013166550496,6018.077682647927
2024-12-13,2625,76,0.0322754045659552,92.01251010901464,6992.950768285112
2024-12-14,2333,93,0.0269956805717603,77.17852118742061,7177.602470430117
2024-12-15,2486,78,0.0248118264878757,94.09711246490131,7339.574772262304
2024-12-16,3145,120,0.0405165094100826,83.54891623611994,10025.869948334392
2024-12-17,3496,117,0.0355711382433102,84.74744171495142,9915.450680649315
2024-12-18,3313,112,0.0357515088073093,95.8772517669302,10738.252197896183
2024-12-19,3011,141,0.0331819389389307,102.3853309546942,14436.331664611884
2024-12-20,3056,113,0.0347152718813946,90.21299357527492,10194.068274006066
2024-12-21,2264,68,0.0265390088444602,93.09527506659292,6330.478704528318
2024-12-22,2563,62,0.0164491580367168,107.04464910916188,6636.768244768035
2024-12-23,2985,89,0.0282590728894714,92.45446916021876,8228.447755259469
2024-12-24,3173,117,0.0387163204701135,116.09708194855928,13583.358587981436
2024-12-25,2832,97,0.0358543271906397,95.77752657190008,9290.420077474306
2024-12-26,3241,109,0.0340800833182366,72.56583520162326,7909.676036976935
2024-12-27,3550,123,0.0350921696653269,97.76674992850737,12025.310241206404
2024-12-28,2563,83,0.0267379085268083,94.1136089962072,7811.429546685197
2024-12-29,2722,61,0.0223012015984531,103.27704426900786,6299.899700409479
2024-12-30,3314,117,0.0311084763729884,97.1975990101368,11372.119084186008
